Date,NumberOfTrips,PRCP,SNWD,SNOW,Temp,Holiday,Weekday
4/10/2015,8611,0.17,0,0,47.5,FALSE,TRUE
4/11/2015,6368,0,0,0,50.5,FALSE,FALSE
4/12/2015,3434,0,0,0,54.5,FALSE,FALSE
4/13/2015,8425,0,0,0,59,FALSE,TRUE
4/14/2015,9202,0.01,0,0,60,FALSE,TRUE
4/15/2015,413,0,0,0,61.5,FALSE,TRUE
4/16/2015,635,0,0,0,58,FALSE,TRUE
4/17/2015,6153,0.08,0,0,63,FALSE,TRUE
4/18/2015,7484,0,0,0,69.5,FALSE,FALSE
4/19/2015,9438,0,0,0,56,FALSE,FALSE
4/20/2015,881,1.37,0,0,51.5,FALSE,TRUE
4/21/2015,6613,0.2,0,0,58.5,FALSE,TRUE
4/22/2015,3846,0.05,0,0,58.5,FALSE,TRUE
4/23/2015,976,0,0,0,46.5,FALSE,TRUE
4/24/2015,2182,0,0,0,45.5,FALSE,TRUE
4/25/2015,1455,0,0,0,50,FALSE,FALSE
4/26/2015,1051,0,0,0,55,FALSE,FALSE
4/27/2015,2353,0,0,0,55.5,FALSE,TRUE
4/28/2015,5287,0,0,0,60.5,FALSE,TRUE
4/29/2015,674,0,0,0,64,FALSE,TRUE
4/30/2015,521,0,0,0,57.5,FALSE,TRUE
5/1/2015,5227,0,0,0,56,FALSE,TRUE
5/2/2015,9525,0,0,0,61,FALSE,FALSE
5/3/2015,4407,0,0,0,65.5,FALSE,FALSE
5/4/2015,2539,0,0,0,71,FALSE,TRUE
5/5/2015,1418,0,0,0,75.5,FALSE,TRUE
5/6/2015,4073,0,0,0,66,FALSE,TRUE
5/7/2015,5191,0,0,0,68,FALSE,TRUE
5/8/2015,7183,0,0,0,69,FALSE,TRUE
5/9/2015,8299,0,0,0,63.5,FALSE,FALSE
5/10/2015,3645,0,0,0,72,FALSE,FALSE
5/11/2015,8925,0,0,0,77,FALSE,TRUE
5/12/2015,1212,0,0,0,75,FALSE,TRUE
5/13/2015,1327,0,0,0,61.5,FALSE,TRUE
5/14/2015,4643,0,0,0,61.5,FALSE,TRUE
5/15/2015,5270,0,0,0,65,FALSE,TRUE
5/16/2015,8815,0.3,0,0,66,FALSE,FALSE
5/17/2015,3071,0.02,0,0,73.5,FALSE,FALSE
5/18/2015,3610,0,0,0,67.5,FALSE,TRUE
5/19/2015,2920,0,0,0,69.5,FALSE,TRUE
5/20/2015,9166,0,0,0,60.5,FALSE,TRUE
5/21/2015,5257,0,0,0,57,FALSE,TRUE
5/22/2015,6266,0,0,0,64.5,FALSE,TRUE
5/23/2015,476,0,0,0,59.5,FALSE,FALSE
5/24/2015,6048,0,0,0,68.5,FALSE,FALSE
5/25/2015,7992,0,0,0,74.5,TRUE,TRUE
5/26/2015,4517,0,0,0,77.5,FALSE,TRUE
5/27/2015,9274,0.08,0,0,77.5,FALSE,TRUE
5/28/2015,8457,0,0,0,77.5,FALSE,TRUE
5/29/2015,7531,0,0,0,75,FALSE,TRUE
5/30/2015,1321,0,0,0,76,FALSE,FALSE
5/31/2015,2444,1.46,0,0,72,FALSE,FALSE
6/1/2015,6977,0.72,0,0,54.5,FALSE,TRUE
6/2/2015,7092,0.37,0,0,52.5,FALSE,TRUE
6/3/2015,1237,0,0,0,61,FALSE,TRUE
6/4/2015,3828,0,0,0,59.5,FALSE,TRUE
6/5/2015,3441,0.13,0,0,62.5,FALSE,TRUE
6/6/2015,5392,0.19,0,0,68,FALSE,FALSE
6/7/2015,7583,0,0,0,64.5,FALSE,FALSE
6/8/2015,7644,0.06,0,0,71,FALSE,TRUE
6/9/2015,4030,0.01,0,0,75.5,FALSE,TRUE
6/10/2015,9825,0,0,0,73.5,FALSE,TRUE
6/11/2015,7628,0,0,0,80.5,FALSE,TRUE
6/12/2015,6596,0,0,0,80.5,FALSE,TRUE
6/13/2015,6087,0,0,0,79,FALSE,FALSE
6/14/2015,2784,0.36,0,0,77,FALSE,FALSE
6/15/2015,1358,0.57,0,0,73.5,FALSE,TRUE
6/16/2015,2101,0.27,0,0,72,FALSE,TRUE
6/17/2015,2661,0,0,0,74,FALSE,TRUE
6/18/2015,8771,0,0,0,67.5,FALSE,TRUE
6/19/2015,3560,0,0,0,77.5,FALSE,TRUE
6/20/2015,8486,0,0,0,69.5,FALSE,FALSE
6/21/2015,715,0.64,0,0,79.5,FALSE,FALSE
6/22/2015,1664,0,0,0,78.5,FALSE,TRUE
6/23/2015,9045,0.02,0,0,82.5,FALSE,TRUE
6/24/2015,2013,0,0,0,76,FALSE,TRUE
6/25/2015,8238,0,0,0,74,FALSE,TRUE
6/26/2015,4791,0,0,0,75,FALSE,TRUE
6/27/2015,9676,1.12,0,0,64.5,FALSE,FALSE
6/28/2015,643,0.29,0,0,67.5,FALSE,FALSE
6/29/2015,539,0,0,0,69.5,FALSE,TRUE
6/30/2015,1506,0.04,0,0,75,FALSE,TRUE
7/1/2015,9531,0.39,0,0,75.5,FALSE,TRUE
7/2/2015,5907,0,0,0,74.5,FALSE,TRUE
7/3/2015,8322,0,0,0,74,TRUE,TRUE
7/4/2015,2780,0,0,0,72,FALSE,FALSE
7/5/2015,3208,0,0,0,75.5,FALSE,FALSE
7/6/2015,2528,0,0,0,77.5,FALSE,TRUE
7/7/2015,9154,0.12,0,0,81.5,FALSE,TRUE
7/8/2015,8469,0,0,0,82.5,FALSE,TRUE
7/9/2015,8523,0.3,0,0,73.5,FALSE,TRUE
7/10/2015,2794,0,0,0,78,FALSE,TRUE
7/11/2015,8395,0,0,0,78.5,FALSE,FALSE
7/12/2015,1024,0,0,0,80.5,FALSE,FALSE
7/13/2015,7798,0,0,0,80.5,FALSE,TRUE
7/14/2015,4950,0.42,0,0,77.5,FALSE,TRUE
7/15/2015,2806,0.12,0,0,76.5,FALSE,TRUE
7/16/2015,3250,0,0,0,72,FALSE,TRUE
7/17/2015,3358,0,0,0,74,FALSE,TRUE
7/18/2015,1516,0.32,0,0,78,FALSE,FALSE
7/19/2015,8148,0,0,0,85.5,FALSE,FALSE
7/20/2015,5304,0,0,0,88,FALSE,TRUE
7/21/2015,4601,0,0,0,81.5,FALSE,TRUE
7/22/2015,2091,0,0,0,77,FALSE,TRUE
7/23/2015,8452,0,0,0,77,FALSE,TRUE
7/24/2015,6892,0,0,0,78.5,FALSE,TRUE
7/25/2015,9429,0,0,0,78.5,FALSE,FALSE
7/26/2015,1664,0,0,0,82,FALSE,FALSE
7/27/2015,8848,0.36,0,0,78.5,FALSE,TRUE
7/28/2015,861,0,0,0,85,FALSE,TRUE
7/29/2015,5453,0,0,0,87,FALSE,TRUE
7/30/2015,3759,1.95,0,0,81.5,FALSE,TRUE
7/31/2015,1180,0,0,0,80.5,FALSE,TRUE
8/1/2015,8135,0,0,0,82,FALSE,FALSE
8/2/2015,2776,0,0,0,80,FALSE,FALSE
8/3/2015,6266,0,0,0,82.5,FALSE,TRUE
8/4/2015,9434,0.43,0,0,79,FALSE,TRUE
8/5/2015,3159,0,0,0,79.5,FALSE,TRUE
8/6/2015,8083,0,0,0,75,FALSE,TRUE
8/7/2015,4089,0,0,0,76.5,FALSE,TRUE
8/8/2015,9055,0,0,0,75,FALSE,FALSE
8/9/2015,8147,0,0,0,76.5,FALSE,FALSE
8/10/2015,1978,0,0,0,77,FALSE,TRUE
8/11/2015,9337,1.17,0,0,76,FALSE,TRUE
8/12/2015,3355,0,0,0,78,FALSE,TRUE
8/13/2015,1798,0,0,0,75,FALSE,TRUE
8/14/2015,2523,0,0,0,77.5,FALSE,TRUE
8/15/2015,2954,0,0,0,82.5,FALSE,FALSE
8/16/2015,1601,0,0,0,84.5,FALSE,FALSE
8/17/2015,3090,0,0,0,86.5,FALSE,TRUE
8/18/2015,4968,0.29,0,0,81.5,FALSE,TRUE
8/19/2015,3294,0,0,0,82,FALSE,TRUE
8/20/2015,5006,0.01,0,0,81.5,FALSE,TRUE
8/21/2015,4708,0.32,0,0,79,FALSE,TRUE
8/22/2015,6654,0,0,0,77.5,FALSE,FALSE
8/23/2015,8325,0,0,0,77.5,FALSE,FALSE
8/24/2015,2344,0,0,0,80,FALSE,TRUE
8/25/2015,4435,0,0,0,81.5,FALSE,TRUE
8/26/2015,4191,0,0,0,76,FALSE,TRUE
8/27/2015,3490,0,0,0,74.5,FALSE,TRUE
8/28/2015,1689,0,0,0,72.5,FALSE,TRUE
8/29/2015,2221,0,0,0,77,FALSE,FALSE
8/30/2015,6236,0.13,0,0,81,FALSE,FALSE
8/31/2015,7217,0,0,0,83.5,FALSE,TRUE
9/1/2015,1515,0,0,0,83,FALSE,TRUE
9/2/2015,6073,0,0,0,82.5,FALSE,TRUE
9/3/2015,2988,0,0,0,83.5,FALSE,TRUE
9/4/2015,2813,0,0,0,78.5,FALSE,TRUE
9/5/2015,8052,0,0,0,75,FALSE,FALSE
9/6/2015,3279,0,0,0,76,FALSE,FALSE
9/7/2015,9697,0,0,0,81,TRUE,TRUE
9/8/2015,1358,0,0,0,86.5,FALSE,TRUE
9/9/2015,1115,0,0,0,83,FALSE,TRUE
9/10/2015,8841,1.58,0,0,74.5,FALSE,TRUE
9/11/2015,6511,0,0,0,73.5,FALSE,TRUE
9/12/2015,4926,0.29,0,0,74,FALSE,FALSE
9/13/2015,6890,0.04,0,0,71,FALSE,FALSE
9/14/2015,9568,0,0,0,68,FALSE,TRUE
9/15/2015,8923,0,0,0,73,FALSE,TRUE
9/16/2015,3226,0,0,0,77,FALSE,TRUE
9/17/2015,1180,0,0,0,78.5,FALSE,TRUE
9/18/2015,8521,0,0,0,77.5,FALSE,TRUE
9/19/2015,779,0,0,0,75.5,FALSE,FALSE
9/20/2015,6818,0,0,0,71.5,FALSE,FALSE
9/21/2015,584,0,0,0,66,FALSE,TRUE
9/22/2015,3860,0,0,0,66.5,FALSE,TRUE
9/23/2015,465,0,0,0,69.5,FALSE,TRUE
9/24/2015,9862,0,0,0,71,FALSE,TRUE
9/25/2015,9675,0,0,0,69.5,FALSE,TRUE
9/26/2015,2437,0,0,0,66.5,FALSE,FALSE
9/27/2015,5096,0,0,0,63.5,FALSE,FALSE
9/28/2015,8916,0,0,0,71.5,FALSE,TRUE
9/29/2015,1317,0.11,0,0,77.5,FALSE,TRUE
9/30/2015,7984,1.26,0,0,69,FALSE,TRUE
10/1/2015,9260,0.09,0,0,60,FALSE,TRUE
10/2/2015,8231,1.08,0,0,52.5,FALSE,TRUE
10/3/2015,3906,0.35,0,0,52,FALSE,FALSE
10/4/2015,3863,0,0,0,58,FALSE,FALSE
10/5/2015,7234,0,0,0,59.5,FALSE,TRUE
10/6/2015,603,0,0,0,62.5,FALSE,TRUE
10/7/2015,5397,0,0,0,65.5,FALSE,TRUE
10/8/2015,5932,0,0,0,65.5,FALSE,TRUE
10/9/2015,9621,0.89,0,0,69.5,FALSE,TRUE
10/10/2015,2514,0,0,0,57.5,FALSE,FALSE
10/11/2015,6302,0,0,0,61,FALSE,FALSE
10/12/2015,4308,0,0,0,66.5,FALSE,TRUE
10/13/2015,9031,0.01,0,0,66.5,FALSE,TRUE
10/14/2015,3396,0,0,0,63,FALSE,TRUE
10/15/2015,4985,0,0,0,57.5,FALSE,TRUE
10/16/2015,9158,0,0,0,58.5,FALSE,TRUE
10/17/2015,7604,0,0,0,49,FALSE,FALSE
10/18/2015,882,0,0,0,44,FALSE,FALSE
10/19/2015,6745,0,0,0,44,FALSE,TRUE
10/20/2015,7234,0,0,0,59,FALSE,TRUE
10/21/2015,6909,0,0,0,66.5,FALSE,TRUE
10/22/2015,8129,0,0,0,66.5,FALSE,TRUE
10/23/2015,8423,0,0,0,55,FALSE,TRUE
10/24/2015,6211,0,0,0,48.5,FALSE,FALSE
10/25/2015,4005,0.05,0,0,58,FALSE,FALSE
10/26/2015,9121,0,0,0,52,FALSE,TRUE
10/27/2015,9243,0,0,0,52,FALSE,TRUE
10/28/2015,7581,1.4,0,0,61,FALSE,TRUE
10/29/2015,5335,0.04,0,0,65,FALSE,TRUE
10/30/2015,2249,0,0,0,54.5,FALSE,TRUE
10/31/2015,4345,0,0,0,49,FALSE,FALSE
11/1/2015,8987,0,0,0,59.5,FALSE,FALSE
11/2/2015,5759,0,0,0,58.5,FALSE,TRUE
11/3/2015,7996,0,0,0,60,FALSE,TRUE
11/4/2015,3926,0,0,0,63,FALSE,TRUE
11/5/2015,9657,0.01,0,0,63.5,FALSE,TRUE
11/6/2015,2876,0,0,0,70,FALSE,TRUE
11/7/2015,3722,0,0,0,62.5,FALSE,FALSE
11/8/2015,6954,0,0,0,51,FALSE,FALSE
11/9/2015,5205,0,0,0,51,FALSE,TRUE
11/10/2015,3839,0.26,0,0,54,FALSE,TRUE
11/11/2015,3853,0.43,0,0,53.5,FALSE,TRUE
11/12/2015,1141,0.01,0,0,56,FALSE,TRUE
11/13/2015,1675,0,0,0,52,FALSE,TRUE
11/14/2015,6025,0,0,0,45.5,FALSE,FALSE
11/15/2015,2068,0,0,0,48.5,FALSE,FALSE
11/16/2015,1419,0,0,0,59,FALSE,TRUE
11/17/2015,5437,0,0,0,46,FALSE,TRUE
11/18/2015,9412,0,0,0,52,FALSE,TRUE
11/19/2015,8380,1.25,0,0,60.5,FALSE,TRUE
11/20/2015,6838,0,0,0,55,FALSE,TRUE
11/21/2015,3832,0,0,0,47.5,FALSE,FALSE
11/22/2015,5205,0.03,0,0,48.5,FALSE,FALSE
11/23/2015,1012,0,0,0,38.5,FALSE,TRUE
11/24/2015,3788,0,0,0,39,FALSE,TRUE
11/25/2015,4359,0,0,0,43,FALSE,TRUE
11/26/2015,1253,0,0,0,50.5,TRUE,TRUE
11/27/2015,1130,0,0,0,57.5,TRUE,TRUE
11/28/2015,7154,0.02,0,0,54.5,FALSE,FALSE
11/29/2015,5102,0,0,0,43.5,FALSE,FALSE
11/30/2015,6559,0,0,0,40,FALSE,TRUE
12/1/2015,6928,0.33,0,0,47.5,FALSE,TRUE
12/2/2015,1520,0.14,0,0,51.5,FALSE,TRUE
12/3/2015,2765,0,0,0,49.5,FALSE,TRUE
12/4/2015,7985,0,0,0,46.5,FALSE,TRUE
12/5/2015,7933,0,0,0,45.5,FALSE,FALSE
12/6/2015,3258,0,0,0,46,FALSE,FALSE
12/7/2015,2604,0,0,0,48,FALSE,TRUE
12/8/2015,8363,0,0,0,45,FALSE,TRUE
12/9/2015,8611,0,0,0,47.5,FALSE,TRUE
12/10/2015,7741,0,0,0,55.5,FALSE,TRUE
12/11/2015,943,0,0,0,55.5,FALSE,TRUE
12/12/2015,7278,0,0,0,60.5,FALSE,FALSE
12/13/2015,2619,0,0,0,61,FALSE,FALSE
12/14/2015,9716,0.33,0,0,60,FALSE,TRUE
12/15/2015,9035,0.09,0,0,60.5,FALSE,TRUE
12/16/2015,4264,0.04,0,0,49.5,FALSE,TRUE
12/17/2015,532,1.21,0,0,54.5,FALSE,TRUE
12/18/2015,4814,0,0,0,47.5,FALSE,TRUE
12/19/2015,620,0,0,0,37.5,FALSE,FALSE
12/20/2015,9254,0,0,0,38.5,FALSE,FALSE
12/21/2015,9537,0,0,0,47.5,FALSE,TRUE
12/22/2015,2902,0.19,0,0,57.5,FALSE,TRUE
12/23/2015,3703,1.55,0,0,58,FALSE,TRUE
12/24/2015,4704,0.01,0,0,67.5,TRUE,TRUE
12/25/2015,4968,0.01,0,0,61.5,TRUE,TRUE
12/26/2015,9579,0,0,0,53,FALSE,FALSE
12/27/2015,5614,0.12,0,0,53.5,FALSE,FALSE
12/28/2015,3478,0.03,0,0,40,FALSE,TRUE
12/29/2015,2228,0.45,0,0,40,FALSE,TRUE
12/30/2015,1598,0.19,0,0,43,FALSE,TRUE
12/31/2015,5970,0.03,0,0,45,FALSE,TRUE

